Stem,Status,Description,LineData
Leaf_Algal_Leaf_Algal_199,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_2,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_20,VALID,,
Leaf_Algal_Leaf_Algal_200,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_201,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_202,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_203,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_204,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_205,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_206,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_207,VALID,,
Leaf_Algal_Leaf_Algal_208,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_209,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_21,VALID,,
Leaf_Algal_Leaf_Algal_210,VALID,,
Leaf_Algal_Leaf_Algal_211,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_212,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_213,VALID,,
Leaf_Algal_Leaf_Algal_214,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_215,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_216,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_217,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_218,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_219,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_22,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_220,VALID,,
Leaf_Algal_Leaf_Algal_221,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_222,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_223,VALID,,
Leaf_Algal_Leaf_Algal_224,VALID,,
Leaf_Algal_Leaf_Algal_225,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_226,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_227,VALID,,
Leaf_Algal_Leaf_Algal_228,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_229,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_23,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_230,VALID,,
Leaf_Algal_Leaf_Algal_231,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_232,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_233,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_234,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_235,VALID,,
Leaf_Algal_Leaf_Algal_236,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_237,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_238,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_239,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_24,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_240,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_241,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_242,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_243,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_244,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_245,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_246,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_247,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_248,VALID,,
Leaf_Algal_Leaf_Algal_249,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_25,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_250,VALID,,
Leaf_Algal_Leaf_Algal_251,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_252,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_253,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_254,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_255,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_256,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_257,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_258,VALID,,
Leaf_Algal_Leaf_Algal_259,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_26,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_260,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_261,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_262,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_263,MISSING_LABEL,,No label file
Leaf_Algal_Leaf_Algal_263_jpg.rf.3f7e7be7ffb5d0e25b99b4c7d6384c95,MALFORMED,Invalid part count,3 0.1328125 0 0.1890625 0 0.1921875 0.003125 0.19375 0.0234375 0.196875 0.025 0.1984375 0.05625 0.2015625 0.0578125 0.2015625 0.0671875 0.2046875 0.06875 0.2015625 0.071875 0.2046875 0.0734375 0.20625 0.096875 0.209375 0.0984375 0.2109375 0.1078125 0.2109375 0.1234375 0.2140625 0.125 0.2140625 0.1421875 0.2171875 0.14375 0.2140625 0.146875 0.2171875 0.1484375 0.2171875 0.1765625 0.2203125 0.1984375 0.2234375 0.1984375 0.225 0.19375 0.228125 0.1921875 0.228125 0.1875 0.2359375 0.1796875 0.2375 0.1703125 0.24375 0.1671875 0.2453125 0.1578125 0.253125 0.1515625 0.253125 0.1484375 0.2609375 0.1421875 0.2625 0.1375 0.26875 0.134375 0.26875 0.13125 0.2734375 0.1296875 0.2734375 0.125 0.290625 0.109375 0.2953125 0.1 0.3015625 0.0984375 0.3078125 0.090625 0.3109375 0.090625 0.3125 0.0859375 0.321875 0.08125 0.325 0.075 0.3296875 0.075 0.3328125 0.0703125 0.3390625 0.06875 0.34375 0.0625 0.3546875 0.0609375 0.3625 0.053125 0.36875 0.053125 0.3703125 0.05 0.3796875 0.0484375 0.38125 0.0453125 0.3984375 0.04375 0.4 0.040625 0.40625 0.040625 0.4078125 0.0375 0.434375 0.0359375 0.4375 0.03125 0.4375 0.0234375 0.440625 0.021875 0.440625 0.0109375 0.44375 0.009375 0.4453125 0 0.459375 0 0.4609375 0.0046875 0.4640625 0.00625 0.4609375 0.0078125 0.4609375 0.0234375 0.45625 0.0359375 0.459375 0.0375 0.4625 0.04375 0.471875 0.0484375 0.4765625 0.059375 0.48125 0.0625 0.48125 0.0671875 0.484375 0.06875 0.4859375 0.0765625 0.4921875 0.0828125 0.4984375 0.10625 0.5015625 0.1078125 0.5015625 0.1140625 0.5046875 0.115625 0.50625 0.1296875 0.509375 0.13125 0.5109375 0.1484375 0.5140625 0.15 0.5140625 0.159375 0.5171875 0.1609375 0.51875 0.19375 0.521875 0.1953125 0.521875 0.28125 0.51875 0.2828125 0.5171875 0.321875 0.5140625 0.3234375 0.5140625 0.334375 0.5109375 0.3359375 0.509375 0.3796875 0.50625 0.38125 0.5046875 0.4171875 0.5015625 0.41875 0.5015625 0.43125 0.4984375 0.4328125 0.496875 0.4640625 0.49375 0.465625 0.4921875 0.4890625 0.4890625 0.490625 0.4890625 0.4984375 0.4859375 0.5 0.484375 0.5265625 0.48125 0.528125 0.4796875 0.546875 0.4765625 0.5484375 0.4765625 0.5609375 0.4734375 0.5625 0.471875 0.58125 0.46875 0.5828125 0.4671875 0.5984375 0.4640625 0.6 0.4640625 0.6109375 0.4609375 0.6125 0.4609375 0.621875 0.459375 0.6296875 0.45625 0.63125 0.4546875 0.6484375 0.4515625 0.65 0.4515625 0.659375 0.4484375 0.6609375 0.446875 0.6765625 0.44375 0.678125 0.4421875 0.6984375 0.4390625 0.7 0.4390625 0.70625 0.4359375 0.7078125 0.434375 0.7265625 0.43125 0.728125 0.4296875 0.74375 0.4265625 0.7453125 0.4265625 0.7515625 0.4234375 0.753125 0.421875 0.7640625 0.41875 0.765625 0.4171875 0.7734375 0.4140625 0.775 0.4140625 0.7796875 0.4109375 0.78125 0.4109375 0.7859375 0.40625 0.790625 0.4046875 0.7984375 0.4015625 0.8 0.4015625 0.80625 0.3984375 0.8078125 0.396875 0.8140625 0.39375 0.815625 0.3921875 0.8234375 0.3890625 0.825 0.3890625 0.8296875 0.384375 0.8328125 0.3796875 0.84375 0.36875 0.853125 0.3671875 0.859375 0.3609375 0.8625 0.35625 0.871875 0.3359375 0.890625 0.334375 0.896875 0.33125 0.8984375 0.33125 0.9015625 0.340625 0.9109375 0.346875 0.9125 0.353125 0.91875 0.3609375 0.91875 0.3671875 0.9203125 0.36875 0.9234375 0.3796875 0.925 0.3921875 0.9359375 0.38125 0.946875 0.3703125 0.9484375 0.3671875 0.9546875 0.353125 0.9609375 0.3484375 0.965625 0.346875 0.971875 0.3375 0.9734375 0.334375 0.978125 0.334375 0.984375 0.3234375 0.9890625 0.321875 0.99375 0.3140625 0.9921875 0.2953125 0.99375 0.2921875 0.9890625 0.28125 0.9890625 0.2796875 0.99375 0.26875 0.99375 0.2671875 0.996875 0.2609375 0.99375 0.259375 0.996875 0.240625 0.9984375 0.2359375 0.996875 0.2296875 0.9890625 0.225 0.9890625 0.2234375 0.9921875 0.2203125 0.9890625 0.2171875 0.996875 0.20625 0.996875 0.2046875 0.99375 0.19375 0.996875 0.1921875 0.99375 0.18125 0.9921875 0.1796875 0.9890625 0.1765625 0.990625 0.1765625 0.99375 0.1734375 0.99375 0.175 0.9921875 0.1734375 0.9890625 0.15625 0.9890625 0.153125 0.99375 0.153125 0.990625 0.15 0.9890625 0.1484375 0.99375 0.1328125 0.99375 0.13125 0.996875 0.103125 0.9984375 0.0984375 0.996875 0.096875 0.99375 0.090625 0.99375 0.0890625 0.9890625 0.0734375 0.9890625 0.071875 0.990625 0.0734375 0.99375 0.06875 0.99375 0.0671875 0.9890625 0.0578125 0.9890625 0.0578125 0.98125 0.0609375 0.9796875 0.0625 0.975 0.05625 0.971875 0.0484375 0.971875 0.04375 0.9765625 0.0421875 0.9734375 0.0359375 0.975 0.034375 0.98125 0.0390625 0.9890625 0.0359375 0.990625 0.0359375 0.99375 0.025 0.996875 0.0234375 0.990625 0.01875 0.9890625 0.0171875 0.98125 0.00625 0.98125 0.0046875 0.984375 0 0.98125 0 0.95 0.0046875 0.95 0.0078125 0.946875 0.00625 0.940625 0 0.9390625 0 0.9359375 0.003125 0.934375 0.003125 0.93125 0.0140625 0.93125 0.015625 0.928125 0.028125 0.9265625 0.0265625 0.9234375 0.0203125 0.921875 0.01875 0.9109375 0.021875 0.9109375 0.01875 0.9140625 0.0234375 0.91875 0.0296875 0.9203125 0.0296875 0.9265625 0.0359375 0.928125 0.034375 0.93125 0.0375 0.9359375 0.0484375 0.9359375 0.05 0.9328125 0.05625 0.9296875 0.053125 0.925 0.0609375 0.9234375 0.065625 0.91875 0.065625 0.915625 0.0625 0.9140625 0.0609375 0.90625 0.03125 0.9046875 0.03125 0.9 0.025 0.8984375 0.025 0.8953125 0.028125 0.89375 0.0265625 0.8921875 0.0171875 0.89375 0 0.8921875 0 0.8375 0.0171875 0.8359375 0.01875 0.8328125 0.0203125 0.8359375 0.0234375 0.8359375 0.025 0.8328125 0.040625 0.83125 0.053125 0.8328125 0.06875 0.8328125 0.0703125 0.83125 0.1046875 0.8328125 0.10625 0.83125 0.1078125 0.8328125 0.1234375 0.8328125 0.125 0.8359375 0.1390625 0.8359375 0.140625 0.8328125 0.1515625 0.8328125 0.153125 0.8359375 0.1640625 0.8375 0.1671875 0.84375 0.16875 0.8453125 0.1703125 0.84375 0.16875 0.828125 0.165625 0.8265625 0.165625 0.8203125 0.1625 0.81875 0.1609375 0.8109375 0.1578125 0.809375 0.15625 0.8 0.153125 0.7984375 0.153125 0.79375 0.15 0.7921875 0.1484375 0.78125 0.1453125 0.7796875 0.14375 0.7609375 0.140625 0.759375 0.140625 0.7484375 0.1375 0.746875 0.1359375 0.728125 0.1328125 0.7265625 0.13125 0.71875 0.13125 0.7078125 0.128125 0.70625 0.128125 0.6328125 0.13125 0.63125 0.1328125 0.5359375 0.1359375 0.534375 0.1375 0.515625 0.140625 0.5140625 0.140625 0.4953125 0.14375 0.49375 0.14375 0.478125 0.1421875 0.4765625 0.1390625 0.478125 0.1390625 0.48125 0.1359375 0.4828125 0.134375 0.4921875 0.128125 0.4890625 0.1265625 0.4859375 0.1203125 0.484375 0.1078125 0.471875 0.10625 0.465625 0.0953125 0.45625 0.0953125 0.453125 0.103125 0.4453125 0.090625 0.4421875 0.0828125 0.434375 0.08125 0.428125 0.0765625 0.4234375 0.065625 0.421875 0.0625 0.41875 0.0609375 0.4109375 0.0578125 0.409375 0.05625 0.4046875 0.05625 0.3984375 0.053125 0.396875 0.053125 0.3875 0.05 0.3859375 0.0484375 0.378125 0.0453125 0.3765625 0.04375 0.365625 0.040625 0.3640625 0.040625 0.3578125 0.0375 0.35625 0.03125 0.3328125 0.028125 0.33125 0.028125 0.325 0.025 0.3234375 0.0234375 0.3125 0.0203125 0.3109375 0.01875 0.2984375 0.015625 0.296875 0.015625 0.290625 0.0125 0.2890625 0.0109375 0.2734375 0.0078125 0.271875 0.00625 0.253125 0.003125 0.2515625 0.003125 0.2453125 0 0.24375 0 0.1609375 0.0109375 0.1546875 0.0109375 0.15 0.00625 0.1484375 0.00625 0.14375 0 0.1390625 0 0.0953125 0.003125 0.09375 0.003125 0.090625 0 0.0890625 0.003125 0.0859375 0 0.084375 0 0.0578125 0.003125 0.05625 0.00625 0.05 0.0421875 0.0484375 0.04375 0.0453125 0.05 0.04375 0.09375 0.04375 0.0953125 0.040625 0.10625 0.040625 0.1109375 0.0359375 0.1171875 0.0359375 0.1234375 0.0296875 0.125 0.0203125 0.128125 0.01875 0.128125 0.0078125 0.13125 0.00625 0.1328125 0.0015625
